,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,monday,tuesday,wednesday,thursday,friday,saturday,sunday,category_analized
24,"5EJPCzCE0SYTBRgRv3pk1g","East Cuisine","851 W Butler Pike","Ambler","PA","19002",40.1397867519,-75.2436466345,3.5,81,true,"""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Alcohol"":""'none'"",""NoiseLevel"":""'quiet'"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsGoodForGroups"":""True"",""BYOBCorkage"":""'yes_free'"",""OutdoorSeating"":""False"",""Caters"":""True"",""GoodForKids"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsDelivery"":""False"",""HasTV"":""True"",""WiFi"":""u'no'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': None, 'classy': False, 'casual': True}"",""BikeParking"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsTableService"":""False"",""BYOB"":""True"",""Corkage"":""False"",""WheelchairAccessible"":""True""}","Chinese, Thai, Japanese, Restaurants","           ","11:0-21:30 ","11:0-21:30 ","11:0-21:30 ","11:0-22:15 ","11:0-22:15 ","12:0-21:30 ","Restaurants"
25,"l-3HK-3KFLG2TKrZSPOpVA","The Shanachie Irish Pub & Restaurant","111 E Butler Ave","Ambler","PA","19002",40.1548909,-75.2212781,3.5,19,false,"""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""False"",""OutdoorSeating"":""False"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsPriceRange2"":""2"",""BusinessAcceptsCreditCards"":""True"",""Alcohol"":""u'full_bar'"",""RestaurantsReservations"":""True"",""HasTV"":""True"",""GoodForKids"":""True"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsAttire"":""u'casual'"",""NoiseLevel"":""u'quiet'""}","Restaurants, Pubs, Nightlife, Irish, Bars","11:30-2:0  ","11:30-2:0  ","11:30-2:0  ","11:30-2:0  ","11:30-2:0  ","11:30-2:0  ","11:0-2:0   ","Restaurants"
26,"1vN178lXfJ77EmFRBYzteg","Alice Bakery & Confectionary","95 E Butler Ave","Ambler","PA","19002",40.1547719,-75.2217773,4,112,false,"""RestaurantsAttire"":""'casual'"",""RestaurantsTableService"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsTakeOut"":""True"",""BusinessAcceptsCreditCards"":""True"",""HasTV"":""False"",""GoodForMeal"":""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"",""RestaurantsPriceRange2"":""2"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""OutdoorSeating"":""True"",""RestaurantsReservations"":""False"",""NoiseLevel"":""u'average'"",""BikeParking"":""False"",""Alcohol"":""u'none'"",""WheelchairAccessible"":""True"",""RestaurantsGoodForGroups"":""False"",""WiFi"":""u'free'"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""Corkage"":""False"",""BYOB"":""True"",""Caters"":""True"",""GoodForKids"":""True""}","Food, Restaurants, Coffee & Tea, Bakeries, Cafes, American (New), Breakfast & Brunch, Cupcakes","0:0-0:0    ","6:0-18:0   ","6:0-18:0   ","6:0-22:0   ","6:0-22:0   ","7:0-22:0   ","7:0-18:0   ","Restaurants"
27,"RpvHQvlEXLncQSoMF84B1Q","Andy's Diner","900 N Bethlehem Pike","Ambler","PA","19002",40.181181554,-75.2262985334,3,106,false,"""RestaurantsAttire"":""u'casual'"",""RestaurantsDelivery"":""False"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsTableService"":""True"",""GoodForKids"":""True"",""NoiseLevel"":""u'average'"",""OutdoorSeating"":""True"",""Caters"":""False"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsReservations"":""True"",""Alcohol"":""u'none'"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"",""BikeParking"":""True"",""WiFi"":""u'free'"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsTakeOut"":""True""}","Restaurants, Diners","6:0-21:0   ","6:0-21:0   ","6:0-21:0   ","6:0-21:0   ","6:0-21:0   ","6:0-21:0   ","6:0-21:0   ","Restaurants"
28,"AJoWmj-UR1NBB6oSNxP_TA","Saxbys Coffee","30 S Bethlehem Pike","Ambler","PA","19002",40.159079666,-75.214772979,3.5,28,false,"""HasTV"":""False"",""RestaurantsDelivery"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""Caters"":""True"",""WheelchairAccessible"":""True"",""NoiseLevel"":""u'average'"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""True"",""RestaurantsAttire"":""'casual'"",""GoodForKids"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"",""Alcohol"":""u'none'"",""RestaurantsTakeOut"":""True"",""BikeParking"":""True"",""RestaurantsTableService"":""False"",""WiFi"":""u'free'"",""RestaurantsPriceRange2"":""1"",""RestaurantsReservations"":""False"",""BusinessAcceptsCreditCards"":""True""}","Restaurants, Food, Coffee & Tea, Cafes","6:0-19:0   ","6:0-19:0   ","6:0-19:0   ","6:0-19:0   ","9:0-19:0   ","7:0-19:0   ","7:0-18:0   ","Restaurants"
29,"YEkqJfNuIMsQHLiXgFXKrw","Maguire's Market","875 W Butler Pike","Ambler","PA","19002",40.1398475,-75.2440256,4.5,8,true,"""GoodForKids"":""False"",""RestaurantsTableService"":""False"",""Alcohol"":""u'none'"",""RestaurantsPriceRange2"":""1"",""OutdoorSeating"":""False"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""Caters"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsTakeOut"":""True"",""WiFi"":""'no'"",""RestaurantsGoodForGroups"":""False"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsReservations"":""False"",""BikeParking"":""False"",""RestaurantsDelivery"":""True""}","American (New), Restaurants","7:30-18:0  ","7:30-18:0  ","7:30-18:0  ","7:30-18:0  ","7:30-18:0  ","8:0-15:0   ","           ","Restaurants"
30,"io5F4T6OsTlufMHzDTYs6Q","The Pizza Box","17 W Butler Pike","Ambler","PA","19002",40.1536512993,-75.2244379994,4,39,true,"""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsTableService"":""False"",""Caters"":""True"",""OutdoorSeating"":""False"",""WiFi"":""u'free'"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""1"",""RestaurantsReservations"":""False"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""RestaurantsDelivery"":""True"",""HasTV"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsAttire"":""'casual'"",""RestaurantsGoodForGroups"":""False"",""BikeParking"":""True"",""WheelchairAccessible"":""True"",""DogsAllowed"":""False""}","Restaurants, Pizza","10:0-21:0  ","10:0-21:0  ","10:0-21:0  ","10:0-21:0  ","10:0-22:0  ","10:0-22:0  ","11:0-21:0  ","Restaurants"
31,"LUakPn0BWE3Ood27c4Co3w","La Provence","27 W Butler Pike","Ambler","PA","19002",40.1534205523,-75.225000583,4,49,true,"""RestaurantsTakeOut"":""True"",""Caters"":""True"",""BYOB"":""True"",""BusinessAcceptsCreditCards"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"",""HasTV"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""BikeParking"":""True"",""Corkage"":""False"",""WheelchairAccessible"":""True"",""RestaurantsTableService"":""True"",""Alcohol"":""u'none'"",""OutdoorSeating"":""True"",""WiFi"":""u'free'"",""RestaurantsDelivery"":""None""}","French, Restaurants","           ","17:0-21:30 ","17:0-21:30 ","17:0-21:30 ","17:0-22:0  ","17:0-22:0  ","17:0-21:0  ","Restaurants"
32,"t3SxZckwrIk0Vp7F3OOz-w","34 East Tavern","34 E Butler Ave","Ambler","PA","19002",40.1540904,-75.2229514,2.5,49,false,"""OutdoorSeating"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsAttire"":""u'casual'"",""RestaurantsPriceRange2"":""2"",""NoiseLevel"":""u'average'"",""HasTV"":""True"",""BusinessAcceptsCreditCards"":""True"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""BikeParking"":""True"",""RestaurantsReservations"":""True"",""Alcohol"":""u'full_bar'"",""Caters"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"",""WiFi"":""u'free'"",""RestaurantsGoodForGroups"":""True"",""RestaurantsDelivery"":""False""}","American (New), Restaurants, Nightlife, Music Venues, Bars, Sports Bars, American (Traditional), Arts & Entertainment","11:30-0:0  ","11:30-0:0  ","11:30-2:0  ","11:30-2:0  ","11:30-2:0  ","11:30-2:0  ","11:30-0:0  ","Restaurants"
33,"uTSIeChK5LN885QFwzF_Fg","Sushi Hatsu","51 E Butler Ave","Ambler","PA","19002",40.1543365,-75.2226748,4.5,90,true,"""BikeParking"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsTableService"":""True"",""RestaurantsReservations"":""False"",""HasTV"":""True"",""DogsAllowed"":""False"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': True, u'romantic': True, u'classy': True, u'upscale': True}"",""OutdoorSeating"":""True"",""BusinessParking"":""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsDelivery"":""False"",""GoodForMeal"":""{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}"",""BusinessAcceptsBitcoin"":""False"",""Alcohol"":""u'none'"",""WiFi"":""u'free'"",""BYOB"":""True"",""HappyHour"":""False"",""RestaurantsAttire"":""u'casual'"",""BusinessAcceptsCreditCards"":""True"",""Caters"":""True"",""WheelchairAccessible"":""True""}","Restaurants, Seafood, Sushi Bars, Japanese","0:0-0:0    ","17:0-21:0  ","17:0-21:0  ","17:0-21:0  ","17:0-22:0  ","17:0-22:0  ","           ","Restaurants"
34,"VDcjrvq1wZhVc_qVcDaa-Q","Los Sarapes Horsham Mexican Cuisine Margarita and Tequila Bar","1101 Horsham Rd","Ambler","PA","19002",40.2098297,-75.1826729,4,193,true,"""GoodForKids"":""True"",""BusinessParking"":""{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}"",""Smoking"":""u'no'"",""BusinessAcceptsBitcoin"":""False"",""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"",""RestaurantsReservations"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsDelivery"":""True"",""Caters"":""True"",""CoatCheck"":""False"",""WheelchairAccessible"":""True"",""OutdoorSeating"":""True"",""NoiseLevel"":""u'average'"",""HasTV"":""True"",""Alcohol"":""u'full_bar'"",""BikeParking"":""False"",""RestaurantsTakeOut"":""True"",""BusinessAcceptsCreditCards"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""BYOB"":""False"",""RestaurantsTableService"":""True"",""Music"":""{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}"",""HappyHour"":""True"",""WiFi"":""u'free'"",""RestaurantsAttire"":""'casual'""}","Mexican, Bars, Breakfast & Brunch, Restaurants, Cocktail Bars, Nightlife","15:0-21:0  ","11:0-21:0  ","11:0-21:0  ","11:0-21:0  ","11:0-22:0  ","11:0-22:0  ","11:0-21:0  ","Restaurants"
35,"WtoNmqwlgKWOfKLDIH7SWg","Ambler Feedstore","242 E Butler Ave","Ambler","PA","19002",40.156296,-75.217789,4.5,111,false,"""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""2"",""BusinessAcceptsCreditCards"":""True"",""DriveThru"":""False"",""RestaurantsTakeOut"":""True"",""RestaurantsTableService"":""True"",""RestaurantsDelivery"":""False"",""HasTV"":""True"",""Caters"":""False"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""GoodForKids"":""True"",""Alcohol"":""'none'"",""NoiseLevel"":""u'average'"",""WiFi"":""u'free'"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""RestaurantsReservations"":""False"",""BikeParking"":""False"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"",""WheelchairAccessible"":""True"",""BusinessAcceptsBitcoin"":""False""}","Restaurants, Fast Food, Sandwiches, Burgers","11:0-21:0  ","11:0-21:0  ","11:0-21:0  ","11:0-21:0  ","11:0-22:0  ","11:0-22:0  ","           ","Restaurants"
36,"6WnKV1E4J1ItXJtSKjJ0kw","Banh Street Fried Chicken","832 N Bethlehem Pike","Ambler","PA","19002",40.180694,-75.226025,4,112,false,"""HasTV"":""False"",""RestaurantsTakeOut"":""True"",""GoodForKids"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsDelivery"":""True"",""WiFi"":""u'no'"",""RestaurantsGoodForGroups"":""False"",""RestaurantsReservations"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsAttire"":""'casual'"",""NoiseLevel"":""u'quiet'"",""Alcohol"":""u'none'"",""BikeParking"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsTableService"":""False"",""OutdoorSeating"":""None"",""Ambience"":""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"",""Caters"":""True"",""WheelchairAccessible"":""True""}","Restaurants, Chicken Wings, Chicken Shop, Event Planning & Services, Vietnamese, Sandwiches, Caterers","           ","11:0-20:0  ","11:0-20:0  ","11:0-20:0  ","11:0-21:0  ","11:0-21:0  ","12:0-20:0  ","Restaurants"
37,"-tJx7YTATAtQgjr5aoaufA","Gabby's Banh Mi","9 N Main St","Ambler","PA","19002",40.1540517,-75.2239821,4,21,false,"""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""OutdoorSeating"":""False"",""HasTV"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Vietnamese","           ","16:30-21:0 ","16:30-21:0 ","16:30-21:0 ","16:30-22:0 ","16:30-22:0 ","           ","Restaurants"
38,"XXVie9MI2oQz1OzfzSAOhw","Forest & Main Brewing Company","33 E Butler Ave","Ambler","PA","19002",40.1542749,-75.2229967,4,243,true,"""HasTV"":""False"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsGoodForGroups"":""True"",""Caters"":""False"",""RestaurantsPriceRange2"":""2"",""BikeParking"":""True"",""Alcohol"":""u'beer_and_wine'"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""OutdoorSeating"":""True"",""WiFi"":""'no'"",""RestaurantsTableService"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""NoiseLevel"":""u'average'"",""RestaurantsAttire"":""u'casual'"",""GoodForKids"":""False"",""Ambience"":""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"",""RestaurantsTakeOut"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsReservations"":""True"",""HappyHour"":""True"",""DogsAllowed"":""True""}","Gastropubs, Restaurants, Breweries, Food","           ","16:0-19:0  ","16:0-19:0  ","16:0-19:0  ","16:0-0:0   ","12:0-19:0  ","12:0-19:0  ","Restaurants"
39,"hsc502QZOScnjIxRaiCSYQ","Marco's Pizzeria","1125 S Bethlehem Pike","Ambler","PA","19002",40.1574335,-75.2136076,3,8,false,"""HasTV"":""False"",""RestaurantsTableService"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""WiFi"":""u'free'"",""RestaurantsAttire"":""'casual'"",""RestaurantsPriceRange2"":""2"",""Alcohol"":""u'none'"",""Caters"":""True"",""BikeParking"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsReservations"":""False"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsTakeOut"":""True"",""RestaurantsGoodForGroups"":""False"",""RestaurantsDelivery"":""True"",""BusinessAcceptsBitcoin"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""WheelchairAccessible"":""True"",""OutdoorSeating"":""True"",""GoodForKids"":""True"",""NoiseLevel"":""u'quiet'""}","Italian, Pizza, Restaurants, Salad, Sandwiches","10:30-21:30","10:30-21:30","10:30-21:30","10:30-21:30","10:30-22:0 ","10:30-22:30","12:0-21:30 ","Restaurants"
40,"dj7xzPvmibMFv4zVOe3bLA","Angelo's Italian Kitchen","1144 Horsham Rd","Ambler","PA","19002",40.2118552374,-75.1847288218,4.5,59,true,"""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsReservations"":""True"",""RestaurantsTakeOut"":""True"",""HappyHour"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""HasTV"":""True"",""BusinessParking"":""{'garage': None, 'street': None, 'validated': None, 'lot': True, 'valet': False}"",""OutdoorSeating"":""True"",""RestaurantsDelivery"":""True""}","Italian, Restaurants","           ","11:30-21:0 ","11:30-21:0 ","11:30-21:0 ","11:30-22:0 ","11:30-22:0 ","11:30-21:0 ","Restaurants"
41,"6yViIhBe4Qd60a-GCDbm5w","Ambler Pizza","1125 S Bethlehem Pike","Ambler","PA","19002",40.1574367,-75.2136054,4,92,true,"""RestaurantsReservations"":""True"",""RestaurantsPriceRange2"":""1"",""Alcohol"":""u'beer_and_wine'"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""BusinessAcceptsCreditCards"":""True"",""Caters"":""True"",""GoodForKids"":""True"",""NoiseLevel"":""u'quiet'"",""RestaurantsAttire"":""u'casual'"",""RestaurantsDelivery"":""True"",""HasTV"":""True"",""RestaurantsTableService"":""True"",""BusinessAcceptsBitcoin"":""False"",""BikeParking"":""True"",""WiFi"":""u'free'"",""OutdoorSeating"":""False"",""WheelchairAccessible"":""True"",""Ambience"":""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': None, 'casual': True}"",""DogsAllowed"":""False"",""RestaurantsTakeOut"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Food, Italian, Restaurants, Cheesesteaks, Pizza, Sandwiches, Food Delivery Services","11:0-22:0  ","11:0-22:0  ","11:0-22:0  ","11:0-22:0  ","11:0-22:30 ","11:0-22:0  ","11:0-21:0  ","Restaurants"
42,"b8kG6D1QEzwlovfm2tRS5w","McDonald's","119 W Butler Ave, Ste 21","Ambler","PA","19002",40.1531681,-75.225871,1.5,9,false,"""Alcohol"":""'full_bar'"",""WiFi"":""'paid'"",""RestaurantsPriceRange2"":""1"",""RestaurantsGoodForGroups"":""False"",""RestaurantsDelivery"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsAttire"":""'casual'"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""'quiet'"",""HasTV"":""False"",""GoodForKids"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsReservations"":""False"",""BikeParking"":""True"",""OutdoorSeating"":""True""}","Burgers, Restaurants, Fast Food","           ","           ","           ","           ","           ","           ","           ","Restaurants"
43,"M6ZoEY54OKKPq9O9Boee7g","The Lucky Well","111 E Butler Ave","Ambler","PA","19002",40.1548834,-75.2213557,3.5,351,true,"""RestaurantsReservations"":""True"",""RestaurantsAttire"":""u'casual'"",""Caters"":""True"",""RestaurantsPriceRange2"":""2"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""True"",""Alcohol"":""u'full_bar'"",""RestaurantsGoodForGroups"":""True"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""HasTV"":""True"",""NoiseLevel"":""u'average'"",""WheelchairAccessible"":""True"",""BusinessAcceptsCreditCards"":""True"",""HappyHour"":""True"",""BestNights"":""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"",""RestaurantsTableService"":""True"",""WiFi"":""u'free'"",""BusinessAcceptsBitcoin"":""False"",""GoodForDancing"":""False"",""BikeParking"":""True"",""Smoking"":""u'no'"",""GoodForKids"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"",""DogsAllowed"":""False"",""ByAppointmentOnly"":""False"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"",""CoatCheck"":""False"",""GoodForMeal"":""{u'breakfast': False, u'brunch': False, u'lunch': None, u'dinner': True, u'latenight': False, u'dessert': False}"",""RestaurantsDelivery"":""None""}","Barbeque, Bars, Cocktail Bars, Pubs, Nightlife, Restaurants, Religious Organizations","           ","           ","16:0-21:0  ","10:0-12:0  ","16:0-21:30 ","16:0-21:30 ","16:0-21:0  ","Restaurants"
44,"SbQeKFmx8tXAfCODRP_F2g","Broad Axe Tavern","901 W Butler Pike","Ambler","PA","19002",40.1392266102,-75.2446147495,3,137,false,"""Ambience"":""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"",""RestaurantsReservations"":""True"",""GoodForKids"":""True"",""RestaurantsDelivery"":""False"",""NoiseLevel"":""u'average'"",""RestaurantsPriceRange2"":""2"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsGoodForGroups"":""True"",""Alcohol"":""u'full_bar'"",""WiFi"":""u'free'"",""RestaurantsTakeOut"":""True"",""Caters"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"",""BikeParking"":""True"",""HasTV"":""True"",""Music"":""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"",""CoatCheck"":""False"",""HappyHour"":""True""}","American (New), Restaurants, Bars, Nightlife, American (Traditional)","11:0-0:0   ","11:0-0:0   ","11:0-0:0   ","11:0-0:0   ","11:0-2:0   ","11:0-2:0   ","11:0-0:0   ","Restaurants"
45,"zg8r-1UUN8hE1r6l-4AQbg","Pistachio Grille","521 Limekiln Pike","Ambler","PA","19002",40.1780138,-75.1835115,3,61,false,"""RestaurantsAttire"":""u'casual'"",""RestaurantsReservations"":""True"",""RestaurantsDelivery"":""False"",""RestaurantsPriceRange2"":""2"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsTakeOut"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""OutdoorSeating"":""True"",""HasTV"":""False"",""Alcohol"":""u'beer_and_wine'"",""BikeParking"":""False"",""NoiseLevel"":""u'loud'"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"",""WiFi"":""'free'"",""GoodForKids"":""False"",""Caters"":""True""}","Restaurants, American (New)","           ","11:0-21:0  ","11:0-21:0  ","11:0-21:0  ","11:0-22:0  ","8:0-22:0   ","8:0-13:0   ","Restaurants"
46,"SE6jMszzGnPoidiQl8b4Ng","Zina's Kitchen","242 E Butler Ave","Ambler","PA","19002",40.1564232,-75.2179198,4,8,false,"""RestaurantsTakeOut"":""True"",""Alcohol"":""u'none'"",""NoiseLevel"":""u'quiet'"",""RestaurantsGoodForGroups"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""WiFi"":""u'no'"",""BusinessAcceptsCreditCards"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsReservations"":""False"",""HasTV"":""False"",""RestaurantsPriceRange2"":""1"",""RestaurantsDelivery"":""True"",""OutdoorSeating"":""False"",""GoodForKids"":""True"",""RestaurantsAttire"":""u'casual'""}","Restaurants, Breakfast & Brunch","           ","           ","           ","           ","           ","           ","           ","Restaurants"
